2019,05,16,1621,1696436636
2019,05,17,1064,672464814
2019,05,18,2013,2517535474
2019,05,19,10,500660243
2019,05,20,1248,940878180
2019,05,21,1235,3206704013
2019,05,22,1000,4448254921
2019,05,23,488,1710111091
2019,05,24,160,2543328500
2019,05,25,3100,1186636854
2019,05,27,858,418360460
2019,05,28,1205,3314484372
2019,05,29,449,1896703694
2019,05,30,541,910110833
2019,05,31,2178,2046954488
2019,04,26,3250,1617808385
2019,04,27,547,582007251
2019,04,28,1350,965596092
2019,04,29,629,417545399
2019,04,30,219,6569046872
2019,05,01,3594,1604372095
2019,05,05,1080,633781400
2019,05,06,1057,1931217388
2019,05,07,661,2257824639
2019,05,08,441,2675099839
2019,05,09,83,297402227
2019,05,10,778,6323050925
2019,05,11,2425,1618348386
2019,04,08,857,1215942103
2019,04,09,711,807183242
2019,04,10,1907,312440725
2019,04,11,1117,803095963
2019,04,12,3657,1521205288
2019,04,13,543,965231687
2019,04,15,2248,1486558281
2019,04,16,3002,2245703578
2019,04,17,895,652766264
2019,04,18,701,1373544596
2019,04,19,4374,1137287319
2019,04,20,414,893788480
2019,04,22,1126,531713708
2019,04,23,958,1751878608
2019,03,21,1751,1207781587
2019,03,22,4152,2324803921
2019,03,23,1185,1332659383
2019,03,25,1718,990344733
2019,03,26,2116,699084723
2019,03,27,1967,3213993159
2019,03,28,4134,1439985734
2019,03,29,3581,1604800670
2019,03,30,310,2036171786
2019,04,01,1518,333183481
2019,04,02,432,955911277
2019,04,03,1257,1029872123
2019,04,04,5478,1648076852
2019,04,05,275,2001080650
2019,03,01,5131,3181971345
2019,03,02,355,893122100
2019,03,04,3096,876972959
2019,03,05,2748,1059102273
2019,03,06,959,1558407704
2019,03,07,3594,1575500967
2019,03,08,3964,1406973053
2019,03,09,365,778775672
2019,03,11,2442,611410853
2019,03,12,4023,1155464229
2019,03,13,1529,1213965395
2019,03,14,4563,3105731529
2019,03,15,5482,3974690347
2019,03,16,1697,1557295911
2019,02,11,1515,194037873
2019,02,12,1567,541360613
2019,02,13,1152,1073502744
2019,02,14,1673,332164355
2019,02,15,4962,2124127529
2019,02,16,2327,2172259709
2019,02,18,1219,163119410
2019,02,19,2047,1829920590
2019,02,20,1233,7373451057
2019,02,21,1957,3647799539
2019,02,22,3942,1850749441
2019,02,23,761,1071636497
2019,01,21,3398,793484593
2019,01,22,3674,1417358910
2019,01,23,3299,892703982
2019,01,24,2874,2998899844
2019,01,25,6903,1302979113
2019,01,26,272,863336230
2019,01,28,2341,1980104934
2019,01,29,1231,1833554086
2019,01,30,774,2324706488
2019,01,31,619,4726760195
2019,02,01,767,5685054277
2019,02,02,1741,246428451
2019,02,03,11144,1272090867
2019,02,04,1384,154379062
2019,01,02,2462,1052943999
2019,01,03,2396,904074753
2019,01,04,5230,2199319166
2019,01,05,1545,302532278
2019,01,07,1992,495767959
2019,01,08,2364,878854792
2019,01,09,1542,779129988
2019,01,10,854,505045005
2019,01,11,7334,2127439372
2019,01,12,704,162884521
2019,01,14,2618,699403579
2019,01,15,4945,2520827621
2018,12,12,1594,1701294085
2018,12,13,1640,2034347227
2018,12,14,10809,2304666866
2018,12,15,909,426728894
2018,12,17,1663,168902636
2018,12,18,1374,148276631
2018,12,19,4076,1946303715
2018,12,20,9513,1843018239
2018,12,21,10219,3125243311
2018,12,22,227,182062535
2018,12,24,1616,2160525477
2018,12,25,3476,2612470138
2018,12,26,2616,2280337853
2018,12,27,2735,1753126157
2018,11,22,2663,845882219
2018,11,23,5905,2304656673
2018,11,26,2744,312946350
2018,11,27,2551,2018418217
2018,11,28,3659,1173418987
2018,11,29,1238,1590322684
2018,11,30,5124,1450194948
2018,12,01,425,124197259
2018,12,03,2474,558309625
2018,12,04,3667,402402165
2018,12,05,2900,794360438
2018,12,06,1194,626385894
2018,12,07,9453,2137635963
2018,11,12,4694,2744013418
2018,11,13,5239,2616002278
2018,11,14,4935,2078828881
2018,11,15,5560,1988274811
2018,11,16,7686,2054896763
2018,11,17,189,5647898769
2018,11,19,5263,997552133
2018,11,20,6719,1008985164
2018,11,21,7298,3455184329
2018,12,08,8,800760
2018,12,10,2574,589184601
2018,12,11,1880,797991379
2018,12,28,2963,1063930223
2018,12,29,3174,4224272362
2018,12,30,860,299615967
2019,01,16,3058,1493025870
2019,01,17,2725,2308463773
2019,01,18,4984,1759567944
2019,01,19,694,184226803
2019,02,25,2339,588520055
2019,02,26,2742,449000470
2019,02,27,1857,6179787411
2019,02,28,4335,2538020348
2019,03,18,1042,802619892
2019,03,19,3100,2332313181
2019,03,20,2052,2978573219
2019,04,24,718,2633038631
2019,04,25,1421,958980411
2019,05,13,832,2519602691
2019,05,14,155,454627972
2019,05,15,3968,2627946725
2019,06,01,346,2646621892
2019,06,03,500,675531958
2019,06,20,352,2009764246
2019,06,21,948,3240216788
2019,06,22,2097,886973975
2019,07,10,185,1439674694
2019,07,11,171,2017494776
2019,07,12,284,2640750557
2019,07,13,591,1294340471
2019,07,30,424,5375349207
2019,07,31,337,5150736280
2019,08,01,499,6649184312
2019,08,02,864,7836145194
2019,08,19,41,129860150
2019,08,20,275,2178146326
2019,08,21,856,3005829403
2019,08,22,205,1053077550
2019,09,08,39,433260324
2019,09,09,48,922862043
2019,09,10,93,1016229237
2019,09,27,105,49614989
2019,10,15,974,322175462
2019,10,16,2057,495460849
