2019,11,13,357,142431597
2019,11,17,410,22435484
2019,11,14,405,67420073
2019,11,15,344,165161920
2019,11,16,941,148268776
2019,11,19,384,104773430
2019,11,18,144,24467001
2019,11,21,4361,82703202
2019,11,20,28,49100821
2019,11,06,742,49839049
2019,11,05,301,37010544
2019,11,07,480,31391842
2019,11,08,482,53164435
2019,11,09,5083,72649011
2019,11,10,361,23797260
2019,11,12,160,9399613
2019,11,11,145,9140000
2019,11,01,464,66068276
2019,11,02,18,106993111
2019,11,03,13,1150000
2019,11,04,308,65499636
2019,10,17,1110,211044217
2019,10,18,1551,870007122
2019,10,19,1106,97362744
2019,10,20,616,36600455
2019,10,21,581,140726326
2019,10,22,1063,274216385
2019,10,23,1021,93055396
2019,10,24,1069,63584988
2019,10,25,892,132719631
2019,10,26,933,57678757
2019,10,27,491,26742758
2019,10,28,472,36522888
2019,10,29,588,42793569
2019,10,30,229,317349159
2019,10,31,534,102859324
2019,10,13,422,99804001
2019,09,28,309,372988059
2019,09,29,220,35329928
2019,09,30,539,576619515
2019,10,01,333,2558178473
2019,10,02,204,39395992
2019,10,03,103,9100000
2019,10,04,158,11900000
2019,10,05,203,11180000
2019,10,06,630,31924088
2019,10,07,96,10200000
2019,10,08,649,104525182
2019,10,09,931,262905628
2019,10,10,940,71721503
2019,10,11,787,88182711
2019,10,12,965,322586158
2019,10,14,1107,68236967
2019,09,11,90,1208807524
2019,09,12,471,1331979030
2019,09,13,3563,2329956696
2019,09,14,497,69856814
2019,09,15,30,13921573
2019,09,16,112,29657296
2019,09,17,507,207885386
2019,09,18,441,540326483
2019,09,19,231,218367185
2019,09,20,302,384421882
2019,09,21,101,406429587
2019,09,22,18,65201386
2019,09,23,39,28096377
2019,09,24,218,39032606
2019,09,25,138,42991765
2019,09,26,90,275446331
2019,08,23,532,1847705045
2019,08,24,202,1165826797
2019,08,25,23,24000000
2019,08,26,21,311138139
2019,08,27,110,1287845877
2019,08,28,154,1163893921
2019,08,29,156,1407826668
2019,08,30,193,443026173
2019,08,31,110,863604092
2019,09,01,20,424500000
2019,09,02,46,1239204976
2019,09,03,320,1326451528
2019,09,04,81,358882627
2019,09,05,71,148018477
2019,09,06,106,468319414
2019,09,07,48,651071856
2019,08,03,1523,5643137939
2019,08,04,56,77600000
2019,08,05,125,337155000
2019,08,06,387,6609883679
2019,08,07,190,3099860738
2019,08,08,386,724403217
2019,08,09,480,605174708
2019,08,10,526,719005793
2019,08,11,31,72200000
2019,08,12,282,698980296
2019,08,13,351,3159315339
2019,08,14,410,4152890442
2019,08,15,2609,2239586229
2019,08,16,2989,2782644304
2019,08,17,1169,3123166970
2019,08,18,18,131570816
2019,07,14,72,161200000
2019,07,15,1105,1272686063
2019,07,16,4185,4451104138
2019,07,17,874,2393103889
2019,07,18,1407,1889562565
2019,07,19,585,2038920314
2019,07,20,614,702661620
2019,07,21,30,46400000
2019,07,22,29,336189808
2019,07,23,682,2956043602
2019,07,24,372,2044621093
2019,07,25,927,1602850544
2019,07,26,2157,4133977284
2019,07,27,496,2951472041
2019,07,28,57,147400000
2019,07,29,382,2607029910
2019,06,24,186,1544792807
2019,06,25,858,2905472294
2019,06,26,99,3806449886
2019,06,27,2512,1647837517
2019,06,28,250,2975071499
2019,06,29,1563,1304907796
2019,07,01,94,1038729801
2019,07,02,262,5501096609
2019,07,03,550,2094047375
2019,07,04,156,730268854
2019,07,05,1699,940559521
2019,07,06,14,72470871
2019,07,08,17,506518747
2019,07,09,203,1299507895
2019,06,04,838,624292505
2019,06,05,829,1074184492
2019,06,06,135,2652839000
2019,06,07,1547,3366931693
2019,06,10,61,2026493501
2019,06,11,143,2092038535
2019,06,12,264,1094581601
2019,06,13,135,920465129
2019,06,14,1867,2681862233
2019,06,15,3551,2512422222
2019,06,17,257,1043417484
2019,06,18,164,1643719381
2019,06,19,1390,2382184502
